Date,Close
3/16/2015 16:00:00,27.83
3/17/2015 16:00:00,27.91
3/18/2015 16:00:00,28.37
3/19/2015 16:00:00,28.21
3/20/2015 16:00:00,28.5
3/23/2015 16:00:00,28.6
3/24/2015 16:00:00,28.43
3/25/2015 16:00:00,28.22
3/26/2015 16:00:00,28.12
3/27/2015 16:00:00,28.16
3/30/2015 16:00:00,28.31
3/31/2015 16:00:00,28.34
4/1/2015 16:00:00,28.27
4/2/2015 16:00:00,28.39
4/6/2015 16:00:00,28.66
4/7/2015 16:00:00,28.51
4/8/2015 16:00:00,28.52
4/9/2015 16:00:00,28.48
4/10/2015 16:00:00,28.71
4/13/2015 16:00:00,28.57
4/14/2015 16:00:00,28.7
4/15/2015 16:00:00,28.77
4/16/2015 16:00:00,28.74
4/17/2015 16:00:00,28.7
4/20/2015 16:00:00,28.88
4/21/2015 16:00:00,28.79
4/22/2015 16:00:00,28.73
4/23/2015 16:00:00,28.95
4/24/2015 16:00:00,28.99
4/27/2015 16:00:00,28.71
4/28/2015 16:00:00,28.86
4/29/2015 16:00:00,28.72
4/30/2015 16:00:00,28.53
5/1/2015 16:00:00,28.42
5/4/2015 16:00:00,28.48
5/5/2015 16:00:00,28.29
5/6/2015 16:00:00,27.98
5/7/2015 16:00:00,27.84
5/8/2015 16:00:00,27.99
5/11/2015 16:00:00,27.86
5/12/2015 16:00:00,27.86
5/13/2015 16:00:00,27.74
5/14/2015 16:00:00,27.95
5/15/2015 16:00:00,28.14
5/18/2015 16:00:00,28.14
5/19/2015 16:00:00,28.05
5/20/2015 16:00:00,28.08
5/21/2015 16:00:00,28.15
5/22/2015 16:00:00,28.07
5/26/2015 16:00:00,27.84
5/27/2015 16:00:00,28.05
5/28/2015 16:00:00,28.01
5/29/2015 16:00:00,27.94
6/1/2015 16:00:00,27.76
6/2/2015 16:00:00,27.66
6/3/2015 16:00:00,27.45
6/4/2015 16:00:00,27.27
6/5/2015 16:00:00,26.99
6/8/2015 16:00:00,26.94
6/9/2015 16:00:00,26.9
6/10/2015 16:00:00,27.02
6/11/2015 16:00:00,27.17
6/12/2015 16:00:00,27.06
6/15/2015 16:00:00,26.99
6/16/2015 16:00:00,27.14
6/17/2015 16:00:00,27.2
6/18/2015 16:00:00,27.32
6/19/2015 16:00:00,27.23
6/22/2015 16:00:00,27.28
6/23/2015 16:00:00,27.27
6/24/2015 16:00:00,27.11
6/25/2015 16:00:00,26.99
6/26/2015 16:00:00,26.87
6/29/2015 16:00:00,26.43
6/30/2015 16:00:00,26.39
7/1/2015 16:00:00,26.35
7/2/2015 16:00:00,26.47
7/6/2015 16:00:00,26.52
7/7/2015 16:00:00,26.83
7/8/2015 16:00:00,26.56
7/9/2015 16:00:00,26.43
7/10/2015 16:00:00,26.67
7/13/2015 16:00:00,26.77
7/14/2015 16:00:00,26.84
7/15/2015 16:00:00,26.67
7/16/2015 16:00:00,26.94
7/17/2015 16:00:00,26.72
7/20/2015 16:00:00,26.52
7/21/2015 16:00:00,26.36
7/22/2015 16:00:00,26.14
7/23/2015 16:00:00,25.88
7/24/2015 16:00:00,25.7
7/27/2015 16:00:00,25.76
7/28/2015 16:00:00,26.01
7/29/2015 16:00:00,26.24
7/30/2015 16:00:00,26.21
7/31/2015 16:00:00,26.28
8/3/2015 16:00:00,25.88
8/4/2015 16:00:00,25.74
8/5/2015 16:00:00,25.51
8/6/2015 16:00:00,25.53
8/7/2015 16:00:00,25.42
8/10/2015 16:00:00,25.49
8/11/2015 16:00:00,25.54
8/12/2015 16:00:00,25.7
8/13/2015 16:00:00,25.6
8/14/2015 16:00:00,25.75
8/17/2015 16:00:00,25.86
8/18/2015 16:00:00,25.71
8/19/2015 16:00:00,25.62
8/20/2015 16:00:00,25.31
8/21/2015 16:00:00,24.89
8/24/2015 16:00:00,24.07
8/25/2015 16:00:00,23.86
8/26/2015 16:00:00,24.29
8/27/2015 16:00:00,24.71
8/28/2015 16:00:00,24.96
8/31/2015 16:00:00,24.91
9/1/2015 16:00:00,24.16
9/2/2015 16:00:00,24.29
9/3/2015 16:00:00,24.45
9/4/2015 16:00:00,24.23
9/8/2015 16:00:00,24.69
9/9/2015 16:00:00,24.48
9/10/2015 16:00:00,24.4
9/11/2015 16:00:00,24.41
9/14/2015 16:00:00,24.46
9/15/2015 16:00:00,24.63
9/16/2015 16:00:00,24.86
9/17/2015 16:00:00,24.97
9/18/2015 16:00:00,24.77
9/21/2015 16:00:00,25.01
9/22/2015 16:00:00,24.77
9/23/2015 16:00:00,24.72
9/24/2015 16:00:00,24.64
9/25/2015 16:00:00,24.66
9/28/2015 16:00:00,24.09
9/29/2015 16:00:00,23.69
9/30/2015 16:00:00,24.06
10/1/2015 16:00:00,23.91
10/2/2015 16:00:00,24.11
10/5/2015 16:00:00,24.7
10/6/2015 16:00:00,24.64
10/7/2015 16:00:00,24.95
10/8/2015 16:00:00,25.25
10/9/2015 16:00:00,25.17
10/12/2015 16:00:00,25.22
10/13/2015 16:00:00,25.07
10/14/2015 16:00:00,25.01
10/15/2015 16:00:00,25.26
10/16/2015 16:00:00,25.39
10/19/2015 16:00:00,25.41
10/20/2015 16:00:00,25.58
10/21/2015 16:00:00,25.49
10/22/2015 16:00:00,25.67
10/23/2015 16:00:00,25.55
10/26/2015 16:00:00,25.47
10/27/2015 16:00:00,25.16
10/28/2015 16:00:00,25.41
10/29/2015 16:00:00,25.29
10/30/2015 16:00:00,25.26
11/2/2015 16:00:00,25.26
11/3/2015 16:00:00,25.25
11/4/2015 16:00:00,25.08
11/5/2015 16:00:00,24.94
11/6/2015 16:00:00,24.55
11/9/2015 16:00:00,24.33
11/10/2015 16:00:00,24.41
11/11/2015 16:00:00,24.45
11/12/2015 16:00:00,24.1
11/13/2015 16:00:00,24.02
11/16/2015 16:00:00,24.36
11/17/2015 16:00:00,24.22
11/18/2015 16:00:00,24.42
11/19/2015 16:00:00,24.5
11/20/2015 16:00:00,24.44
11/23/2015 16:00:00,24.39
11/24/2015 16:00:00,24.49
11/25/2015 16:00:00,24.5
11/27/2015 16:00:00,24.59
11/30/2015 16:00:00,24.62
12/1/2015 16:00:00,24.49
12/2/2015 16:00:00,24.05
12/3/2015 16:00:00,23.87
12/4/2015 16:00:00,24
12/7/2015 16:00:00,23.66
12/8/2015 16:00:00,23.56
12/9/2015 16:00:00,23.6
12/10/2015 16:00:00,23.44
12/11/2015 16:00:00,22.96
12/14/2015 16:00:00,22.79
12/15/2015 16:00:00,23.13
12/16/2015 16:00:00,23.71
12/17/2015 16:00:00,23.65
12/18/2015 16:00:00,23.54
12/21/2015 16:00:00,23.63
12/22/2015 16:00:00,24.07
12/23/2015 16:00:00,24.43
12/24/2015 16:00:00,24.37
12/28/2015 16:00:00,24.29
12/29/2015 16:00:00,24.12
12/30/2015 16:00:00,23.91
12/31/2015 16:00:00,23.94
