Date,Close
3/16/2015 16:00:00,22.25
3/17/2015 16:00:00,22.17
3/18/2015 16:00:00,22.14
3/19/2015 16:00:00,21.96
3/20/2015 16:00:00,22.28
3/23/2015 16:00:00,22.35
3/24/2015 16:00:00,22.48
3/25/2015 16:00:00,22.31
3/26/2015 16:00:00,22.08
3/27/2015 16:00:00,21.91
3/30/2015 16:00:00,21.93
3/31/2015 16:00:00,22.2
4/1/2015 16:00:00,22.16
4/2/2015 16:00:00,22.26
4/6/2015 16:00:00,22.31
4/7/2015 16:00:00,22.52
4/8/2015 16:00:00,22.61
4/9/2015 16:00:00,22.79
4/10/2015 16:00:00,22.86
4/13/2015 16:00:00,22.87
4/14/2015 16:00:00,22.93
4/15/2015 16:00:00,23.21
4/16/2015 16:00:00,23.3
4/17/2015 16:00:00,23.24
4/20/2015 16:00:00,23.38
4/21/2015 16:00:00,23.37
4/22/2015 16:00:00,23.27
4/23/2015 16:00:00,23.39
4/24/2015 16:00:00,23.43
4/27/2015 16:00:00,23.38
4/28/2015 16:00:00,23.44
4/29/2015 16:00:00,23.46
4/30/2015 16:00:00,23.29
5/1/2015 16:00:00,23.32
5/4/2015 16:00:00,23.36
5/5/2015 16:00:00,23.13
5/6/2015 16:00:00,22.96
5/7/2015 16:00:00,22.9
5/8/2015 16:00:00,23.01
5/11/2015 16:00:00,23.05
5/12/2015 16:00:00,22.95
5/13/2015 16:00:00,22.93
5/14/2015 16:00:00,22.96
5/15/2015 16:00:00,22.93
5/19/2015 16:00:00,23.17
5/20/2015 16:00:00,22.99
5/21/2015 16:00:00,23.28
5/22/2015 16:00:00,23.16
5/25/2015 16:00:00,23.17
5/26/2015 16:00:00,22.9
5/27/2015 16:00:00,22.99
5/28/2015 16:00:00,22.94
5/29/2015 16:00:00,22.74
6/1/2015 16:00:00,22.72
6/2/2015 16:00:00,22.81
6/3/2015 16:00:00,23.02
6/4/2015 16:00:00,22.85
6/5/2015 16:00:00,22.83
6/8/2015 16:00:00,22.5
6/9/2015 16:00:00,22.6
6/10/2015 16:00:00,22.7
6/11/2015 16:00:00,22.62
6/12/2015 16:00:00,22.54
6/15/2015 16:00:00,22.65
6/16/2015 16:00:00,22.68
6/17/2015 16:00:00,22.51
6/18/2015 16:00:00,22.48
6/19/2015 16:00:00,22.2
6/23/2015 16:00:00,22.64
6/24/2015 16:00:00,22.75
6/25/2015 16:00:00,22.67
6/26/2015 16:00:00,22.71
6/29/2015 16:00:00,22.17
6/30/2015 16:00:00,22.13
7/2/2015 16:00:00,22.08
7/3/2015 16:00:00,22.19
7/6/2015 16:00:00,22.14
7/7/2015 16:00:00,22.2
7/8/2015 16:00:00,21.95
7/9/2015 16:00:00,21.84
7/10/2015 16:00:00,22.07
7/13/2015 16:00:00,22.12
7/14/2015 16:00:00,22.06
7/15/2015 16:00:00,22.23
7/16/2015 16:00:00,22.39
7/17/2015 16:00:00,22.23
7/20/2015 16:00:00,22.02
7/21/2015 16:00:00,21.95
7/22/2015 16:00:00,21.89
7/23/2015 16:00:00,21.77
7/24/2015 16:00:00,21.61
7/27/2015 16:00:00,21.3
7/28/2015 16:00:00,21.35
7/29/2015 16:00:00,21.85
7/30/2015 16:00:00,21.97
7/31/2015 16:00:00,22.04
8/4/2015 16:00:00,22.03
8/5/2015 16:00:00,22.2
8/6/2015 16:00:00,22.03
8/7/2015 16:00:00,21.89
8/10/2015 16:00:00,22.17
8/11/2015 16:00:00,21.96
8/12/2015 16:00:00,21.83
8/13/2015 16:00:00,21.58
8/14/2015 16:00:00,21.74
8/17/2015 16:00:00,21.56
8/18/2015 16:00:00,21.56
8/19/2015 16:00:00,21.39
8/20/2015 16:00:00,20.97
8/21/2015 16:00:00,20.59
8/24/2015 16:00:00,20.16
8/25/2015 16:00:00,20.46
8/26/2015 16:00:00,21.03
8/27/2015 16:00:00,21.58
8/28/2015 16:00:00,21.47
8/31/2015 16:00:00,21.4
9/1/2015 16:00:00,20.86
9/2/2015 16:00:00,20.85
9/3/2015 16:00:00,21.06
9/4/2015 16:00:00,20.84
9/8/2015 16:00:00,21.11
9/9/2015 16:00:00,21.02
9/10/2015 16:00:00,21.07
9/11/2015 16:00:00,20.99
9/14/2015 16:00:00,21.01
9/15/2015 16:00:00,21.11
9/16/2015 16:00:00,21.51
9/17/2015 16:00:00,21.42
9/18/2015 16:00:00,21.06
9/21/2015 16:00:00,21.34
9/22/2015 16:00:00,21.03
9/23/2015 16:00:00,20.91
9/24/2015 16:00:00,20.81
9/25/2015 16:00:00,20.91
9/28/2015 16:00:00,20.72
9/29/2015 16:00:00,20.92
9/30/2015 16:00:00,21.41
10/1/2015 16:00:00,21.48
10/2/2015 16:00:00,21.07
10/5/2015 16:00:00,21.41
10/6/2015 16:00:00,21.63
10/7/2015 16:00:00,21.86
10/8/2015 16:00:00,21.96
10/9/2015 16:00:00,21.81
10/13/2015 16:00:00,21.67
10/14/2015 16:00:00,21.48
10/15/2015 16:00:00,21.53
10/16/2015 16:00:00,21.69
10/19/2015 16:00:00,21.66
10/20/2015 16:00:00,21.87
10/21/2015 16:00:00,21.88
10/22/2015 16:00:00,22.19
10/23/2015 16:00:00,22.35
10/26/2015 16:00:00,22.3
10/27/2015 16:00:00,22.39
10/28/2015 16:00:00,22.63
10/29/2015 16:00:00,22.63
10/30/2015 16:00:00,22.11
11/2/2015 16:00:00,22.13
11/3/2015 16:00:00,22.18
11/4/2015 16:00:00,22.25
11/5/2015 16:00:00,22.33
11/6/2015 16:00:00,22.4
11/9/2015 16:00:00,22.24
11/10/2015 16:00:00,22.25
11/11/2015 16:00:00,22.27
11/12/2015 16:00:00,21.95
11/13/2015 16:00:00,21.65
11/16/2015 16:00:00,21.98
11/18/2015 16:00:00,22.16
11/19/2015 16:00:00,22.26
11/24/2015 16:00:00,22.11
11/25/2015 16:00:00,22.03
11/26/2015 16:00:00,22.12
11/27/2015 16:00:00,22.1
11/30/2015 16:00:00,22.22
12/1/2015 16:00:00,22.43
12/2/2015 16:00:00,22.41
12/3/2015 16:00:00,22.11
12/4/2015 16:00:00,22.2
12/7/2015 16:00:00,21.81
12/9/2015 16:00:00,21.58
12/10/2015 16:00:00,21.55
12/11/2015 16:00:00,21.12
12/14/2015 16:00:00,21.01
12/15/2015 16:00:00,21.36
12/16/2015 16:00:00,21.65
12/17/2015 16:00:00,21.61
12/18/2015 16:00:00,21.41
12/21/2015 16:00:00,21.41
12/22/2015 16:00:00,21.41
12/23/2015 16:00:00,21.59
12/24/2015 16:00:00,21.62
12/29/2015 16:00:00,21.76
12/30/2015 16:00:00,21.61
12/31/2015 16:00:00,21.3
